accuracy,precision,recall,f1,roc_auc,model
0.7714285714285715,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8115942028985507,Sequential_DNN
0.6857142857142857,0.55,0.4583333333333333,0.5,0.7418478260869565,Functional_DNN
