accuracy,precision,recall,f1,roc_auc,model,best_params,fit_time_sec
0.7,0.56,0.5833333333333334,0.5714285714285714,0.7844202898550725,LogisticRegression,{'C': 0.1},5.89
0.7285714285714285,0.6190476190476191,0.5416666666666666,0.5777777777777777,0.7690217391304348,RandomForest,"{'max_depth': 5, 'n_estimators': 100}",5.67
0.6571428571428571,0.0,0.0,0.0,0.7173913043478262,SVC,"{'C': 0.1, 'kernel': 'rbf'}",0.41
0.6142857142857143,0.44,0.4583333333333333,0.4489795918367347,0.6893115942028986,XGBoost,"{'learning_rate': 0.1, 'n_estimators': 50}",1.93
